gene_ko,RNA_ID,Monomer_ID,Process,KO_index
alr,EG10001_RNA,ALARACEBIOSYN-MONOMER,Metabolism,1
modB,EG10002_RNA,MODB-MONOMER,Metabolism,2
cysZ,EG10003_RNA,EG10003-MONOMER,Metabolism,3
dfp,EG10004_RNA,EG10004-MONOMER,Metabolism,4
dcuB,EG10006_RNA,DCUB-MONOMER,Metabolism,5
hisM,EG10007_RNA,HISM-MONOMER,Metabolism,6
cydC,EG10012_RNA,CYDC-MONOMER,Metabolism,9
mepM,EG10013_RNA,EG10013-MONOMER,Metabolism,10
acrD,EG10014_RNA,ACRD-MONOMER,Metabolism,11
garL,EG10016_RNA,KDGALDOL-MONOMER,Metabolism,13
ispB,EG10017_RNA,OPPSYN-MONOMER,Metabolism,14
yjiA,EG10021_RNA,EG10021-MONOMER,Metabolism,17
aceA,EG10022_RNA,ISOCIT-LYASE-MONOMER,Metabolism,18
aceB,EG10023_RNA,MALATE-SYNTHASE,Metabolism,19
aceE,EG10024_RNA,E1P-MONOMER,Metabolism,20
aceF,EG10025_RNA,E2P-MONOMER,Metabolism,21
aceK,EG10026_RNA,ICITDEHASE-KIN-PHOSPHA,Metabolism,22
ackA,EG10027_RNA,ACETATEKINA-MONOMER,Metabolism,23
pflA,EG10028_RNA,PFLACTENZ-MONOMER,Metabolism,24
ada,EG10029_RNA,PD00230,Metabolism,25
add,EG10030_RNA,ADENODEAMIN-MONOMER,Metabolism,26
adhE,EG10031_RNA,ADHE-MONOMER,Metabolism,27
adk,EG10032_RNA,ADENYL-KIN-MONOMER,Metabolism,28
agp,EG10033_RNA,GLUCOSE-1-PHOSPHAT-MONOMER,Metabolism,29
aldA,EG10035_RNA,LACTALDDEHYDROG-MONOMER,Metabolism,31
puuC,EG10036_RNA,ALDHDEHYDROG-MONOMER,Metabolism,32
alkB,EG10037_RNA,EG10037-MONOMER,Metabolism,33
amn,EG10039_RNA,AMP-NUCLEOSID-MONOMER,Metabolism,34
ampD,EG10041_RNA,EG10041-MONOMER,Metabolism,36
cysQ,EG10043_RNA,EG10043-MONOMER,Metabolism,38
ansA,EG10045_RNA,ANSA-MONOMER,Metabolism,40
ansB,EG10046_RNA,ANSB-MONOMER,Metabolism,41
apaH,EG10048_RNA,EG10048-MONOMER,Metabolism,43
appA,EG10049_RNA,APPA-MONOMER,Metabolism,44
apt,EG10051_RNA,ADENPRIBOSYLTRAN-MONOMER,Metabolism,46
araA,EG10052_RNA,ARABISOM-MONOMER,Metabolism,47
araB,EG10053_RNA,RIBULOKIN-MONOMER,Metabolism,48
araC,EG10054_RNA,PD00242,Transcription Regulation,49
araD,EG10055_RNA,RIBULPEPIM-MONOMER,Metabolism,50
araE,EG10056_RNA,ARAE-MONOMER,Metabolism,51
araF,EG10057_RNA,ARAF-MONOMER,Metabolism,52
araG,EG10058_RNA,ARAG-MONOMER,Metabolism,53
araH,EG10059_RNA,ARAH-MONOMER,Metabolism,54
arcA,EG10061_RNA,ARCA-MONOMER,Transcription Regulation,56
argA,EG10063_RNA,N-ACETYLTRANSFER-MONOMER,Metabolism,58
argB,EG10064_RNA,ACETYLGLUTKIN-MONOMER,Metabolism,59
argC,EG10065_RNA,N-ACETYLGLUTPREDUCT-MONOMER,Metabolism,60
argD,EG10066_RNA,ACETYLORNTRANSAM-MONOMER,Metabolism,61
argF,EG10067_RNA,CHAINF-MONOMER,Metabolism,62
argG,EG10068_RNA,ARGSUCCINSYN-MONOMER,Metabolism,63
argI,EG10069_RNA,CHAINI-MONOMER,Metabolism,64
argR,EG10070_RNA,PD00194,Transcription Regulation,65
argT,EG10072_RNA,ARGT-MONOMER,Metabolism,67
aroA,EG10073_RNA,AROA-MONOMER,Metabolism,68
aroB,EG10074_RNA,AROB-MONOMER,Metabolism,69
aroC,EG10075_RNA,AROC-MONOMER,Metabolism,70
aroD,EG10076_RNA,AROD-MONOMER,Metabolism,71
aroE,EG10077_RNA,AROE-MONOMER,Metabolism,72
aroF,EG10078_RNA,AROF-MONOMER,Metabolism,73
aroG,EG10079_RNA,AROG-MONOMER,Metabolism,74
aroH,EG10080_RNA,AROH-MONOMER,Metabolism,75
aroK,EG10081_RNA,AROK-MONOMER,Metabolism,76
aroL,EG10082_RNA,AROL-MONOMER,Metabolism,77
aroP,EG10084_RNA,AROP-MONOMER,Metabolism,79
ascB,EG10085_RNA,EG10085-MONOMER,Metabolism,80
ascF,EG10086_RNA,ASCF-MONOMER,Metabolism,81
asd,EG10088_RNA,ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER,Metabolism,83
asnA,EG10091_RNA,ASNSYNA-MONOMER,Metabolism,86
asnB,EG10092_RNA,ASNSYNB-MONOMER,Metabolism,87
aspA,EG10095_RNA,ASPARTASE-MONOMER,Metabolism,90
aspC,EG10096_RNA,ASPAMINOTRANS-MONOMER,Metabolism,91
atpA,EG10098_RNA,ATPA-MONOMER,Metabolism,93
atpB,EG10099_RNA,ATPB-MONOMER,Metabolism,94
atpC,EG10100_RNA,ATPC-MONOMER,Metabolism,95
atpD,EG10101_RNA,ATPD-MONOMER,Metabolism,96
atpE,EG10102_RNA,ATPE-MONOMER,Metabolism,97
atpF,EG10103_RNA,ATPF-MONOMER,Metabolism,98
atpG,EG10104_RNA,ATPG-MONOMER,Metabolism,99
atpH,EG10105_RNA,ATPH-MONOMER,Metabolism,100
avtA,EG10107_RNA,VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,Metabolism,102
bcp,EG10108_RNA,EG10108-MONOMER,Metabolism,103
betA,EG10109_RNA,CHD-MONOMER,Metabolism,104
betB,EG10110_RNA,BADH-MONOMER,Metabolism,105
betT,EG10112_RNA,BETT-MONOMER,Metabolism,107
bglB,EG10114_RNA,EG10114-MONOMER,Metabolism,109
bglF,EG10115_RNA,BGLF-MONOMER,Metabolism,110
bioA,EG10117_RNA,DAPASYN-MONOMER,Metabolism,112
bioB,EG10118_RNA,BIOTIN-SYN-MONOMER,Metabolism,113
bioC,EG10119_RNA,EG10119-MONOMER,Metabolism,114
bioD,EG10120_RNA,DETHIOBIOTIN-SYN-MONOMER,Metabolism,115
bioF,EG10121_RNA,7KAPSYN-MONOMER,Metabolism,116
bioH,EG10122_RNA,EG10122-MONOMER,Metabolism,117
birA,EG10123_RNA,BIOTINLIG-MONOMER,Metabolism,118
bisC,EG10124_RNA,EG10124-MONOMER,Metabolism,119
btuB,EG10126_RNA,EG10126-MONOMER,Metabolism,121
btuC,EG10127_RNA,BTUC-MONOMER,Metabolism,122
btuD,EG10128_RNA,BTUD-MONOMER,Metabolism,123
btuE,EG10129_RNA,BTUE-MONOMER,Metabolism,124
btuR,EG10130_RNA,COBALADENOSYLTRANS-MONOMER,Metabolism,125
cadA,EG10131_RNA,LYSDECARBOX-MONOMER,Metabolism,126
cadB,EG10132_RNA,CADB-MONOMER,Metabolism,127
carA,EG10134_RNA,CARBPSYN-SMALL,Metabolism,129
carB,EG10135_RNA,CARBPSYN-LARGE,Metabolism,130
cdd,EG10137_RNA,CYTIDEAM-MONOMER,Metabolism,132
cdh,EG10138_RNA,CDPDIGLYPYPHOSPHA-MONOMER,Metabolism,133
cdsA,EG10139_RNA,CDPDIGLYSYN-MONOMER,Metabolism,134
chbB,EG10140_RNA,CELA-MONOMER,Metabolism,135
chbC,EG10141_RNA,CELB-MONOMER,Metabolism,136
chbA,EG10142_RNA,CELC-MONOMER,Metabolism,137
chbF,EG10144_RNA,EG10144-MONOMER,Metabolism,139
cheR,EG10148_RNA,CHER-MONOMER,Metabolism,143
cheZ,EG10151_RNA,CHEZ-MONOMER,Metabolism,146
modC,EG10152_RNA,MODC-MONOMER,Metabolism,147
moeA,EG10153_RNA,EG10153-MONOMER,Metabolism,148
moeB,EG10154_RNA,EG10154-MONOMER,Metabolism,149
clpA,EG10156_RNA,EG10156-MONOMER,Metabolism,151
clpP,EG10158_RNA,EG10158-MONOMER,Metabolism,153
clpX,EG10159_RNA,EG10159-MONOMER,Metabolism,154
cpdB,EG10160_RNA,CPDB-MONOMER,Metabolism,155
cpsB,EG10161_RNA,MANNPGUANYLTRANGDP-MONOMER,Metabolism,156
cpsG,EG10162_RNA,PHOSMANMUT-MONOMER,Metabolism,157
cpxA,EG10163_RNA,CPXA-MONOMER,Metabolism,158
crp,EG10164_RNA,PD00257,Transcription Regulation,159
crr,EG10165_RNA,CRR-MONOMER,Metabolism,160
cstA,EG10167_RNA,EG10167-MONOMER,Metabolism,162
lnt,EG10168_RNA,EG10168-MONOMER,Metabolism,163
cyaA,EG10170_RNA,ADENYLATECYC-MONOMER,Metabolism,165
cybB,EG10172_RNA,CYTOCHROME-B561-MONOMER,Metabolism,166
cydA,EG10173_RNA,CYDA-MONOMER,Metabolism,167
cydB,EG10174_RNA,CYDB-MONOMER,Metabolism,168
cynS,EG10175_RNA,CYANLY-MONOMER,Metabolism,169
cynT,EG10176_RNA,CARBODEHYDRAT-MONOMER,Metabolism,170
cynX,EG10177_RNA,CYNX-MONOMER,Metabolism,171
cyoA,EG10178_RNA,CYOA-MONOMER,Metabolism,172
cyoB,EG10179_RNA,CYOB-MONOMER,Metabolism,173
cyoC,EG10180_RNA,CYOC-MONOMER,Metabolism,174
cyoD,EG10181_RNA,CYOD-MONOMER,Metabolism,175
cyoE,EG10182_RNA,HEMEOSYN-MONOMER,Metabolism,176
cysA,EG10183_RNA,CYSA-MONOMER,Metabolism,177
cysC,EG10185_RNA,ADENYLYLSULFKIN-MONOMER,Metabolism,179
cysD,EG10186_RNA,CYSD-MONOMER,Metabolism,180
cysE,EG10187_RNA,SERINE-O-ACETTRAN-MONOMER,Metabolism,181
cysG,EG10188_RNA,SIROHEMESYN-MONOMER,Metabolism,182
cysH,EG10189_RNA,PAPSSULFOTRANS-MONOMER,Metabolism,183
cysI,EG10190_RNA,BETACOMP-MONOMER,Metabolism,184
cysJ,EG10191_RNA,ALPHACOMP-MONOMER,Metabolism,185
cysK,EG10192_RNA,ACSERLYA-MONOMER,Metabolism,186
cysM,EG10193_RNA,ACSERLYB-MONOMER,Metabolism,187
cysN,EG10194_RNA,CYSN-MONOMER,Metabolism,188
cysP,EG10195_RNA,CYSP-MONOMER,Metabolism,189
cysU,EG10197_RNA,CYST-MONOMER,Metabolism,191
cysW,EG10198_RNA,CYSW-MONOMER,Metabolism,192
cytR,EG10200_RNA,PD04028,Transcription Regulation,193
dacA,EG10201_RNA,EG10201-MONOMER,Metabolism,194
dacB,EG10202_RNA,EG10202-MONOMER,Metabolism,195
dacC,EG10203_RNA,EG10203-MONOMER,Metabolism,196
dam,EG10204_RNA,EG10204-MONOMER,Metabolism,197
dapA,EG10205_RNA,DIHYDRODIPICSYN-MONOMER,Metabolism,198
dapB,EG10206_RNA,DIHYDROPICRED-MONOMER,Metabolism,199
dapD,EG10207_RNA,MONOMER0-2001,Metabolism,200
dapE,EG10208_RNA,MONOMER0-1981,Metabolism,201
dapF,EG10209_RNA,DIAMINOPIMEPIM-MONOMER,Metabolism,202
dcm,EG10211_RNA,EG10211-MONOMER,Metabolism,204
dcp,EG10212_RNA,EG10212-MONOMER,Metabolism,205
ddlA,EG10213_RNA,DALADALALIGA-MONOMER,Metabolism,206
ddlB,EG10214_RNA,DALADALALIGB-MONOMER,Metabolism,207
accD,EG10217_RNA,CARBOXYL-TRANSFERASE-BETA-MONOMER,Metabolism,210
deoA,EG10219_RNA,DEOA-MONOMER,Metabolism,212
deoB,EG10220_RNA,PPENTOMUT-MONOMER,Metabolism,213
deoC,EG10221_RNA,DEOXYRIBOSE-P-ALD-MONOMER,Metabolism,214
deoD,EG10222_RNA,DEOD-MONOMER,Metabolism,215
dgkA,EG10224_RNA,DIACYLGLYKIN-MONOMER,Metabolism,217
dgt,EG10225_RNA,DGTPTRIPHYDRO-MONOMER,Metabolism,218
dld,EG10231_RNA,DLACTDEHYDROGFAD-MONOMER,Metabolism,224
dmsA,EG10232_RNA,DMSA-MONOMER,Metabolism,225
dmsB,EG10233_RNA,DMSB-MONOMER,Metabolism,226
dmsC,EG10234_RNA,DMSC-MONOMER,Metabolism,227
dnaA,EG10235_RNA,PD03831,Transcription Regulation,228
dnaK,EG10241_RNA,EG10241-MONOMER,Metabolism,234
mltD,EG10246_RNA,EG10246-MONOMER,Metabolism,239
acpS,EG10247_RNA,HOLO-ACP-SYNTH-MONOMER,Metabolism,240
dppA,EG10248_RNA,DPPA-MONOMER,Metabolism,241
dsdA,EG10249_RNA,DSERDEAM-MONOMER,Metabolism,242
dsdX,EG10250_RNA,DSDX-MONOMER,Metabolism,243
dut,EG10251_RNA,DUTP-PYROP-MONOMER,Metabolism,244
eda,EG10256_RNA,KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,Metabolism,249
edd,EG10257_RNA,PGLUCONDEHYDRAT-MONOMER,Metabolism,250
eno,EG10258_RNA,ENOLASE-MONOMER,Metabolism,251
entA,EG10259_RNA,ENTA-MONOMER,Metabolism,252
entC,EG10261_RNA,ENTC-MONOMER,Metabolism,254
entD,EG10262_RNA,ENTD-MONOMER,Metabolism,255
entE,EG10263_RNA,ENTE-MONOMER,Metabolism,256
lpxC,EG10265_RNA,UDPACYLGLCNACDEACETYL-MONOMER,Metabolism,258
acrE,EG10266_RNA,EG10266-MONOMER,Metabolism,259
acrF,EG10267_RNA,ACRF-MONOMER,Metabolism,260
envZ,EG10269_RNA,ENVZ-MONOMER,Metabolism,262
exbB,EG10271_RNA,EG10271-MONOMER,Metabolism,264
exbD,EG10272_RNA,EG10272-MONOMER,Metabolism,265
fabA,EG10273_RNA,FABA-MONOMER,Metabolism,266
fabB,EG10274_RNA,FABB-MONOMER,Metabolism,267
accC,EG10276_RNA,BIOTIN-CARBOXYL-MONOMER,Metabolism,269
fabH,EG10277_RNA,FABH-MONOMER,Metabolism,270
fadA,EG10278_RNA,FADA-MONOMER,Metabolism,271
fadB,EG10279_RNA,FADB-MONOMER,Metabolism,272
fadL,EG10280_RNA,EG10280-MONOMER,Metabolism,273
fbaA,EG10282_RNA,FRUCTBISALD-CLASSII-MONOMER,Metabolism,275
fbp,EG10283_RNA,F16B-MONOMER,Metabolism,276
fdhF,EG10285_RNA,FORMATEDEHYDROGH-MONOMER,Metabolism,278
fecA,EG10286_RNA,EG10286-MONOMER,Metabolism,279
fecB,EG10287_RNA,FECB-MONOMER,Metabolism,280
fecC,EG10288_RNA,FECC-MONOMER,Metabolism,281
fecD,EG10289_RNA,FECD-MONOMER,Metabolism,282
fecE,EG10290_RNA,FECE-MONOMER,Metabolism,283
fepA,EG10293_RNA,EG10293-MONOMER,Metabolism,286
fepB,EG10294_RNA,FEPB-MONOMER,Metabolism,287
fepC,EG10295_RNA,FEPC-MONOMER,Metabolism,288
fepD,EG10296_RNA,FEPD-MONOMER,Metabolism,289
fepG,EG10298_RNA,FEPG-MONOMER,Metabolism,291
fes,EG10299_RNA,EG10299-MONOMER,Metabolism,292
fhuA,EG10302_RNA,EG10302-MONOMER,Metabolism,295
fhuB,EG10303_RNA,FHUB-MONOMER,Metabolism,296
fhuC,EG10304_RNA,FHUC-MONOMER,Metabolism,297
fhuD,EG10305_RNA,FHUD-MONOMER,Metabolism,298
fhuE,EG10306_RNA,EG10306-MONOMER,Metabolism,299
lpxD,EG10316_RNA,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO,Metabolism,309
fis,EG10317_RNA,PD00196,Transcription Regulation,310
fnr,EG10325_RNA,PD00197,Transcription Regulation,318
folA,EG10326_RNA,DIHYDROFOLATEREDUCT-MONOMER,Metabolism,319
folC,EG10327_RNA,FOLC-MONOMER,Metabolism,320
folD,EG10328_RNA,FOLD-MONOMER,Metabolism,321
mutM,EG10329_RNA,EG10329-MONOMER,Metabolism,322
frdA,EG10330_RNA,FUM-FLAVO,Metabolism,323
frdB,EG10331_RNA,FUM-FE-S,Metabolism,324
frdC,EG10332_RNA,FUM-MEMB1,Metabolism,325
frdD,EG10333_RNA,FUM-MEMB2,Metabolism,326
fre,EG10334_RNA,FMNREDUCT-MONOMER,Metabolism,327
fruA,EG10336_RNA,FRUA-MONOMER,Metabolism,329
fruK,EG10337_RNA,1-PFK-MONOMER,Metabolism,330
ftsI,EG10341_RNA,EG10341-MONOMER,Metabolism,334
rsmD,EG10343_RNA,EG10343-MONOMER,Metabolism,336
fucA,EG10348_RNA,FUCPALDOL-MONOMER,Metabolism,341
fucI,EG10349_RNA,FUCISOM-MONOMER,Metabolism,342
fucK,EG10350_RNA,FUCULOKIN-MONOMER,Metabolism,343
fucO,EG10351_RNA,LACTALDREDUCT-MONOMER,Metabolism,344
fucP,EG10352_RNA,FUCP-MONOMER,Metabolism,345
fucU,EG10355_RNA,EG10355-MONOMER,Metabolism,347
fumA,EG10356_RNA,FUMA-MONOMER,Metabolism,348
fumB,EG10357_RNA,FUMB-MONOMER,Metabolism,349
fumC,EG10358_RNA,FUMC-MONOMER,Metabolism,350
gabT,EG10361_RNA,GABATRANSAM-MONOMER,Metabolism,353
galE,EG10362_RNA,UDPGLUCEPIM-MONOMER,Metabolism,354
galK,EG10363_RNA,GALACTOKIN-MONOMER,Metabolism,355
galT,EG10366_RNA,GALACTURIDYLYLTRANS-MONOMER,Metabolism,358
gapA,EG10367_RNA,GAPDH-A-MONOMER,Metabolism,359
epd,EG10368_RNA,ERYTH4PDEHYDROG-MONOMER,Metabolism,360
gcd,EG10369_RNA,GLUCDEHYDROG-MONOMER,Metabolism,361
ispG,EG10370_RNA,EG10370-MONOMER,Metabolism,362
gdhA,EG10372_RNA,GDHA-MONOMER,Metabolism,364
mnmG,EG10375_RNA,EG10375-MONOMER,Metabolism,367
rsmG,EG10376_RNA,EG10376-MONOMER,Metabolism,368
glgC,EG10379_RNA,GLUC1PADENYLTRANS-MONOMER,Metabolism,371
glmS,EG10382_RNA,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER,Metabolism,374
glnA,EG10383_RNA,GLUTAMINESYN-MONOMER,Metabolism,375
glnH,EG10386_RNA,GLNH-MONOMER,Metabolism,378
glnP,EG10388_RNA,GLNP-MONOMER,Metabolism,380
glnQ,EG10389_RNA,GLNQ-MONOMER,Metabolism,381
glpA,EG10391_RNA,ANGLYC3PDEHYDROGSUBUNITA-MONOMER,Metabolism,383
glpB,EG10392_RNA,ANGLYC3PDEHYDROGSUBUNITB-MONOMER,Metabolism,384
glpC,EG10393_RNA,ANGLYC3PDEHYDROGSUBUNITC-MONOMER,Metabolism,385
glpD,EG10394_RNA,AERGLYC3PDEHYDROG-MONOMER,Metabolism,386
glpE,EG10395_RNA,EG10395-MONOMER,Metabolism,387
glpF,EG10396_RNA,GLPF-MONOMER,Metabolism,388
glpK,EG10398_RNA,GLYCEROL-KIN-MONOMER,Metabolism,390
glpQ,EG10399_RNA,GLYCPDIESTER-PERI-MONOMER,Metabolism,391
glpT,EG10401_RNA,GLPT-MONOMER,Metabolism,392
gltA,EG10402_RNA,CITSYN-MONOMER,Metabolism,393
gltB,EG10403_RNA,GLUSYNLARGE-MONOMER,Metabolism,394
gltD,EG10404_RNA,GLUSYNSMALL-MONOMER,Metabolism,395
gltP,EG10405_RNA,GLTP-MONOMER,Metabolism,396
gltS,EG10406_RNA,GLTS-MONOMER,Metabolism,397
gltX,EG10407_RNA,GLURS-MONOMER,Metabolism,398
glyA,EG10408_RNA,GLYOHMETRANS-MONOMER,Metabolism,399
gnd,EG10411_RNA,6PGLUCONDEHYDROG-MONOMER,Metabolism,402
gor,EG10412_RNA,GLUTATHIONE-REDUCT-NADPH-MONOMER,Metabolism,403
gpp,EG10413_RNA,PPPGPPHYDRO-MONOMER,Metabolism,404
gpt,EG10414_RNA,GPT-MONOMER,Metabolism,405
grxA,EG10417_RNA,RED-GLUTAREDOXIN,Metabolism,408
gshA,EG10418_RNA,GLUTCYSLIG-MONOMER,Metabolism,409
gshB,EG10419_RNA,GLUTATHIONE-SYN-MONOMER,Metabolism,410
guaA,EG10420_RNA,GMP-SYN-MONOMER,Metabolism,411
guaB,EG10421_RNA,IMP-DEHYDROG-MONOMER,Metabolism,412
guaC,EG10422_RNA,GMP-REDUCT-MONOMER,Metabolism,413
hdhA,EG10425_RNA,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER,Metabolism,416
hemA,EG10427_RNA,GLUTRNAREDUCT-MONOMER,Metabolism,418
hemB,EG10428_RNA,PORPHOBILSYNTH-MONOMER,Metabolism,419
hemC,EG10429_RNA,OHMETHYLBILANESYN-MONOMER,Metabolism,420
hemD,EG10430_RNA,UROGENIIISYN-MONOMER,Metabolism,421
hemH,EG10431_RNA,PROTOHEME-FERROCHELAT-MONOMER,Metabolism,422
hemL,EG10432_RNA,GSAAMINOTRANS-MONOMER,Metabolism,423
hflC,EG10435_RNA,EG10435-MONOMER,Metabolism,426
hflK,EG10436_RNA,EG10436-MONOMER,Metabolism,427
hflX,EG10437_RNA,EG10437-MONOMER,Metabolism,428
ihfA,EG10440_RNA,PD00347,Transcription Regulation,431
ihfB,EG10441_RNA,PD00348,Transcription Regulation,432
hipB,EG10442_RNA,EG10442-MONOMER,Metabolism,433
hipA,EG10443_RNA,EG10443-MONOMER,Metabolism,434
hisA,EG10444_RNA,PRIBFAICARPISOM-MONOMER,Metabolism,435
hisB,EG10445_RNA,IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,Metabolism,436
hisC,EG10446_RNA,HISTPHOSTRANS-MONOMER,Metabolism,437
hisD,EG10447_RNA,HISTDEHYD-MONOMER,Metabolism,438
hisF,EG10448_RNA,CYCLASE-MONOMER,Metabolism,439
hisG,EG10449_RNA,ATPPHOSRIBOSTRANS-MONOMER,Metabolism,440
hisH,EG10450_RNA,GLUTAMIDOTRANS-MONOMER,Metabolism,441
hisI,EG10451_RNA,HISTCYCLOPRATPPHOS,Metabolism,442
hisP,EG10452_RNA,HISP-MONOMER,Metabolism,443
truA,EG10454_RNA,EG10454-MONOMER,Metabolism,445
hmp,EG10456_RNA,EG10456-MONOMER,Metabolism,447
hns,EG10457_RNA,PD00288,Transcription Regulation,448
htpG,EG10461_RNA,EG10461-MONOMER,Metabolism,452
degP,EG10463_RNA,EG10463-MONOMER,Metabolism,454
lpxL,EG10464_RNA,LAUROYLACYLTRAN-MONOMER,Metabolism,455
ribB,EG10465_RNA,DIOHBUTANONEPSYN-MONOMER,Metabolism,456
hyaA,EG10468_RNA,HYAA-MONOMER,Metabolism,459
hyaB,EG10469_RNA,HYAB-MONOMER,Metabolism,460
hyaC,EG10470_RNA,HYAC-MONOMER,Metabolism,461
hycB,EG10475_RNA,HYCBSMALL-MONOMER,Metabolism,466
hycC,EG10476_RNA,HYCC-MONOMER,Metabolism,467
hycD,EG10477_RNA,HYCD-MONOMER,Metabolism,468
hycE,EG10478_RNA,HYCELARGE-MONOMER,Metabolism,469
hycF,EG10479_RNA,HYCF-MONOMER,Metabolism,470
hycG,EG10480_RNA,HYCG-MONOMER,Metabolism,471
hypA,EG10483_RNA,EG10483-MONOMER,Metabolism,474
hypB,EG10484_RNA,EG10484-MONOMER,Metabolism,475
hypC,EG10485_RNA,EG10485-MONOMER,Metabolism,476
hypD,EG10486_RNA,EG10486-MONOMER,Metabolism,477
hypE,EG10487_RNA,EG10487-MONOMER,Metabolism,478
iap,EG10488_RNA,EG10488-MONOMER,Metabolism,479
icd,EG10489_RNA,ISOCITDEH-SUBUNIT,Metabolism,480
argP,EG10490_RNA,EG10490-MONOMER,Transcription Regulation,481
ilvA,EG10493_RNA,THREDEHYDSYN-MONOMER,Metabolism,484
ilvB,EG10494_RNA,LARGEILVB-MONOMER,Metabolism,485
ilvC,EG10495_RNA,KETOLREDUCTOISOM-MONOMER,Metabolism,486
ilvD,EG10496_RNA,DIHYDROXYACIDDEHYDRAT-MONOMER,Metabolism,487
ilvE,EG10497_RNA,BRANCHED-CHAINAMINOTRANSFER-MONOMER,Metabolism,488
ilvH,EG10499_RNA,ACETOLACTSYNIII-HCHAIN-MONOMER,Metabolism,489
ilvI,EG10500_RNA,ACETOLACTSYNIII-ICHAIN-MONOMER,Metabolism,490
ilvM,EG10501_RNA,SMALLILVM-MONOMER,Metabolism,491
ilvN,EG10502_RNA,SMALLILVN-MONOMER,Metabolism,492
ispA,EG10508_RNA,FPPSYN-MONOMER,Metabolism,498
katE,EG10509_RNA,HYDROPEROXIDII-MONOMER,Metabolism,499
katG,EG10511_RNA,HYDROPEROXIDI-MONOMER,Metabolism,501
kbl,EG10512_RNA,AKBLIG-MONOMER,Metabolism,502
kdpA,EG10513_RNA,EG10513-MONOMER,Metabolism,503
kdpB,EG10514_RNA,KDPB-MONOMER,Metabolism,504
kdpC,EG10515_RNA,EG10515-MONOMER,Metabolism,505
kdsA,EG10518_RNA,KDO-8PSYNTH-MONOMER,Metabolism,508
kdsB,EG10519_RNA,CPM-KDOSYNTH-MONOMER,Metabolism,509
waaA,EG10520_RNA,KDOTRANS-MONOMER,Metabolism,510
kefC,EG10521_RNA,KEFC-MONOMER,Metabolism,511
kgtP,EG10522_RNA,KGTP-MONOMER,Metabolism,512
rsmA,EG10523_RNA,EG10523-MONOMER,Metabolism,513
lacA,EG10524_RNA,GALACTOACETYLTRAN-MONOMER,Metabolism,514
lacY,EG10526_RNA,LACY-MONOMER,Metabolism,516
lacZ,EG10527_RNA,BETAGALACTOSID-MONOMER,Metabolism,517
lamB,EG10528_RNA,EG10528-MONOMER,Metabolism,518
leuO,EG10531_RNA,PD00519,Transcription Regulation,521
lexA,EG10533_RNA,PD00205,Transcription Regulation,523
ligA,EG10534_RNA,EG10534-MONOMER,Metabolism,524
livF,EG10536_RNA,LIVF-MONOMER,Metabolism,526
livG,EG10537_RNA,LIVG-MONOMER,Metabolism,527
livH,EG10538_RNA,LIVH-MONOMER,Metabolism,528
livJ,EG10539_RNA,LIVJ-MONOMER,Metabolism,529
livK,EG10540_RNA,LIVK-MONOMER,Metabolism,530
livM,EG10541_RNA,LIVM-MONOMER,Metabolism,531
lon,EG10542_RNA,EG10542-MONOMER,Metabolism,532
lpd,EG10543_RNA,E3-MONOMER,Metabolism,533
lpxA,EG10545_RNA,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,Metabolism,535
lpxB,EG10546_RNA,LIPIDADISACCHARIDESYNTH-MONOMER,Metabolism,536
lrp,EG10547_RNA,PD00353,Transcription Regulation,537
lspA,EG10548_RNA,EG10548-MONOMER,Metabolism,538
lysA,EG10549_RNA,DIAMINOPIMDECARB-MONOMER,Metabolism,539
lysC,EG10550_RNA,ASPKINIII-MONOMER,Metabolism,540
lysU,EG10553_RNA,LYSU-MONOMER,Metabolism,543
malE,EG10554_RNA,MALE-MONOMER,Metabolism,544
malF,EG10555_RNA,MALF-MONOMER,Metabolism,545
malG,EG10556_RNA,MALG-MONOMER,Metabolism,546
malK,EG10558_RNA,MALK-MONOMER,Metabolism,548
malP,EG10560_RNA,MALDEXPHOSPHORYL-MONOMER,Metabolism,550
malQ,EG10561_RNA,AMYLOMALT-MONOMER,Metabolism,551
malX,EG10563_RNA,MALX-MONOMER,Metabolism,553
malY,EG10564_RNA,EG10564-MONOMER,Metabolism,554
malZ,EG10565_RNA,MALTODEXGLUCOSID-MONOMER,Metabolism,555
manA,EG10566_RNA,MANNPISOM-MONOMER,Metabolism,556
manX,EG10567_RNA,MANX-MONOMER,Metabolism,557
manY,EG10568_RNA,MANY-MONOMER,Metabolism,558
manZ,EG10569_RNA,MANZ-MONOMER,Metabolism,559
map,EG10570_RNA,EG10570-MONOMER,Metabolism,560
mazG,EG10572_RNA,EG10572-MONOMER,Metabolism,562
mdh,EG10576_RNA,MALATE-DEHASE-MONOMER,Metabolism,566
melA,EG10577_RNA,ALPHAGALACTOSID-MONOMER,Metabolism,567
melB,EG10578_RNA,MELB-MONOMER,Metabolism,568
